carrier,jurisdiction,period,route,data_source,visibility,value,n_obs,aidm_variable,mas_function,valuation_type,unit,origin_airport,dest_airport,year,month
UA,USA,2023Q1,LGA-DFW,BTS_DB1B_PLACEHOLDER,HIGH,147.92250000000004,152,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,LGA-LAX,BTS_DB1B_PLACEHOLDER,HIGH,125.90999999999998,148,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,LGA-MCO,BTS_DB1B_PLACEHOLDER,HIGH,152.1925,166,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,LGA-MIA,BTS_DB1B_PLACEHOLDER,HIGH,139.61,159,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,LGA-ORD,BTS_DB1B_PLACEHOLDER,HIGH,174.10250000000002,154,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,LGA-SEA,BTS_DB1B_PLACEHOLDER,HIGH,146.93999999999997,153,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-ATL,BTS_DB1B_PLACEHOLDER,HIGH,132.08499999999998,170,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-DEN,BTS_DB1B_PLACEHOLDER,HIGH,182.375,158,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-DFW,BTS_DB1B_PLACEHOLDER,HIGH,151.15000000000003,194,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-LAX,BTS_DB1B_PLACEHOLDER,HIGH,158.7175,160,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-MCO,BTS_DB1B_PLACEHOLDER,HIGH,153.56,163,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-MIA,BTS_DB1B_PLACEHOLDER,HIGH,142.73249999999996,166,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-ORD,BTS_DB1B_PLACEHOLDER,HIGH,125.305,154,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,ORD-SEA,BTS_DB1B_PLACEHOLDER,HIGH,122.5675,172,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-ATL,BTS_DB1B_PLACEHOLDER,HIGH,174.19499999999996,167,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-DEN,BTS_DB1B_PLACEHOLDER,HIGH,147.32999999999998,145,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-DFW,BTS_DB1B_PLACEHOLDER,HIGH,154.285,152,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-LAX,BTS_DB1B_PLACEHOLDER,HIGH,156.45250000000004,168,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-MCO,BTS_DB1B_PLACEHOLDER,HIGH,150.11,162,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-MIA,BTS_DB1B_PLACEHOLDER,HIGH,139.57,153,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-ORD,BTS_DB1B_PLACEHOLDER,HIGH,135.01000000000002,141,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
UA,USA,2023Q1,SFO-SEA,BTS_DB1B_PLACEHOLDER,HIGH,152.6,149,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-ATL,BTS_DB1B_PLACEHOLDER,HIGH,125.3775,66,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-DEN,BTS_DB1B_PLACEHOLDER,HIGH,171.63749999999996,80,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-DFW,BTS_DB1B_PLACEHOLDER,HIGH,124.685,67,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-LAX,BTS_DB1B_PLACEHOLDER,HIGH,106.79250000000002,78,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-MCO,BTS_DB1B_PLACEHOLDER,HIGH,105.06,73,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-MIA,BTS_DB1B_PLACEHOLDER,HIGH,146.74,77,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-ORD,BTS_DB1B_PLACEHOLDER,HIGH,135.255,75,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,BOS-SEA,BTS_DB1B_PLACEHOLDER,HIGH,145.415,99,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-ATL,BTS_DB1B_PLACEHOLDER,HIGH,108.66000000000001,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-DEN,BTS_DB1B_PLACEHOLDER,HIGH,140.355,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-DFW,BTS_DB1B_PLACEHOLDER,HIGH,128.43,73,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-LAX,BTS_DB1B_PLACEHOLDER,HIGH,134.6425,68,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-MCO,BTS_DB1B_PLACEHOLDER,HIGH,175.035,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-MIA,BTS_DB1B_PLACEHOLDER,HIGH,157.27749999999997,74,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-ORD,BTS_DB1B_PLACEHOLDER,HIGH,125.22000000000003,67,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,DCA-SEA,BTS_DB1B_PLACEHOLDER,HIGH,147.23000000000002,73,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-ATL,BTS_DB1B_PLACEHOLDER,HIGH,112.34999999999998,61,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-DEN,BTS_DB1B_PLACEHOLDER,HIGH,144.54999999999998,95,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-DFW,BTS_DB1B_PLACEHOLDER,HIGH,160.20999999999998,83,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-LAX,BTS_DB1B_PLACEHOLDER,HIGH,110.48,81,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-MCO,BTS_DB1B_PLACEHOLDER,HIGH,182.60999999999999,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-MIA,BTS_DB1B_PLACEHOLDER,HIGH,122.22999999999999,71,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-ORD,BTS_DB1B_PLACEHOLDER,HIGH,159.01999999999998,85,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,EWR-SEA,BTS_DB1B_PLACEHOLDER,HIGH,143.29999999999998,71,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-ATL,BTS_DB1B_PLACEHOLDER,HIGH,126.97500000000001,54,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-DEN,BTS_DB1B_PLACEHOLDER,HIGH,112.33000000000001,77,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-DFW,BTS_DB1B_PLACEHOLDER,HIGH,160.15,77,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-LAX,BTS_DB1B_PLACEHOLDER,HIGH,147.87,77,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-MCO,BTS_DB1B_PLACEHOLDER,HIGH,137.34000000000003,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-MIA,BTS_DB1B_PLACEHOLDER,HIGH,127.89000000000001,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-ORD,BTS_DB1B_PLACEHOLDER,HIGH,135.24,65,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,JFK-SEA,BTS_DB1B_PLACEHOLDER,HIGH,116.22,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-ATL,BTS_DB1B_PLACEHOLDER,HIGH,162.66,85,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-DEN,BTS_DB1B_PLACEHOLDER,HIGH,167.12999999999997,91,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-DFW,BTS_DB1B_PLACEHOLDER,HIGH,160.39499999999998,90,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-LAX,BTS_DB1B_PLACEHOLDER,HIGH,127.45750000000001,72,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-MCO,BTS_DB1B_PLACEHOLDER,HIGH,123.235,87,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-MIA,BTS_DB1B_PLACEHOLDER,HIGH,160.32,83,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-ORD,BTS_DB1B_PLACEHOLDER,HIGH,131.70499999999998,75,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LAX-SEA,BTS_DB1B_PLACEHOLDER,HIGH,247.895,62,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-ATL,BTS_DB1B_PLACEHOLDER,HIGH,187.915,86,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-DEN,BTS_DB1B_PLACEHOLDER,HIGH,128.35,81,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-DFW,BTS_DB1B_PLACEHOLDER,HIGH,125.76000000000002,68,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-LAX,BTS_DB1B_PLACEHOLDER,HIGH,131.24,73,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-MCO,BTS_DB1B_PLACEHOLDER,HIGH,160.38750000000005,72,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-MIA,BTS_DB1B_PLACEHOLDER,HIGH,116.6225,100,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-ORD,BTS_DB1B_PLACEHOLDER,HIGH,141.28500000000003,94,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,LGA-SEA,BTS_DB1B_PLACEHOLDER,HIGH,136.79,89,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-ATL,BTS_DB1B_PLACEHOLDER,HIGH,127.81750000000001,86,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-DEN,BTS_DB1B_PLACEHOLDER,HIGH,145.3625,68,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-DFW,BTS_DB1B_PLACEHOLDER,HIGH,141.26,87,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-LAX,BTS_DB1B_PLACEHOLDER,HIGH,146.51500000000004,75,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-MCO,BTS_DB1B_PLACEHOLDER,HIGH,119.06000000000002,74,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-MIA,BTS_DB1B_PLACEHOLDER,HIGH,145.325,87,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-ORD,BTS_DB1B_PLACEHOLDER,HIGH,148.1,79,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,ORD-SEA,BTS_DB1B_PLACEHOLDER,HIGH,94.445,66,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-ATL,BTS_DB1B_PLACEHOLDER,HIGH,158.97999999999996,76,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-DEN,BTS_DB1B_PLACEHOLDER,HIGH,130.25499999999997,71,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-DFW,BTS_DB1B_PLACEHOLDER,HIGH,150.07500000000002,87,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-LAX,BTS_DB1B_PLACEHOLDER,HIGH,133.20499999999998,82,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-MCO,BTS_DB1B_PLACEHOLDER,HIGH,135.69,103,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-MIA,BTS_DB1B_PLACEHOLDER,HIGH,148.675,84,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-ORD,BTS_DB1B_PLACEHOLDER,HIGH,149.62,85,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
WN,USA,2023Q1,SFO-SEA,BTS_DB1B_PLACEHOLDER,HIGH,152.32,91,fare_dispersion_iqr,revenue_management,income,USD_IQR,,,,
AA,USA,2023Q1,BOS-ATL,BTS_DB1B_PLACEHOLDER,HIGH,168.20250000000001,196,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-DEN,BTS_DB1B_PLACEHOLDER,HIGH,153.9675,200,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-DFW,BTS_DB1B_PLACEHOLDER,HIGH,137.45499999999998,195,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-LAX,BTS_DB1B_PLACEHOLDER,HIGH,166.33999999999997,206,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-MCO,BTS_DB1B_PLACEHOLDER,HIGH,174.74500000000006,199,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-MIA,BTS_DB1B_PLACEHOLDER,HIGH,156.13499999999996,200,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-ORD,BTS_DB1B_PLACEHOLDER,HIGH,136.7325,174,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,BOS-SEA,BTS_DB1B_PLACEHOLDER,HIGH,172.35250000000002,188,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-ATL,BTS_DB1B_PLACEHOLDER,HIGH,145.34,193,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-DEN,BTS_DB1B_PLACEHOLDER,HIGH,137.91000000000003,189,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-DFW,BTS_DB1B_PLACEHOLDER,HIGH,162.97,195,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-LAX,BTS_DB1B_PLACEHOLDER,HIGH,162.005,195,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-MCO,BTS_DB1B_PLACEHOLDER,HIGH,165.47249999999997,192,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-MIA,BTS_DB1B_PLACEHOLDER,HIGH,158.125,212,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-ORD,BTS_DB1B_PLACEHOLDER,HIGH,168.38000000000002,185,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,DCA-SEA,BTS_DB1B_PLACEHOLDER,HIGH,148.06,191,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-ATL,BTS_DB1B_PLACEHOLDER,HIGH,143.825,188,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-DEN,BTS_DB1B_PLACEHOLDER,HIGH,167.3025,174,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-DFW,BTS_DB1B_PLACEHOLDER,HIGH,156.72000000000003,197,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-LAX,BTS_DB1B_PLACEHOLDER,HIGH,136.51,203,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-MCO,BTS_DB1B_PLACEHOLDER,HIGH,146.76,195,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-MIA,BTS_DB1B_PLACEHOLDER,HIGH,187.01999999999998,166,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-ORD,BTS_DB1B_PLACEHOLDER,HIGH,138.755,195,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,EWR-SEA,BTS_DB1B_PLACEHOLDER,HIGH,150.16000000000003,179,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-ATL,BTS_DB1B_PLACEHOLDER,HIGH,152.82499999999996,211,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-DEN,BTS_DB1B_PLACEHOLDER,HIGH,144.52499999999998,167,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-DFW,BTS_DB1B_PLACEHOLDER,HIGH,155.04000000000002,181,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-LAX,BTS_DB1B_PLACEHOLDER,HIGH,160.05999999999997,155,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-MCO,BTS_DB1B_PLACEHOLDER,HIGH,120.31750000000001,202,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-MIA,BTS_DB1B_PLACEHOLDER,HIGH,149.92999999999998,225,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-ORD,BTS_DB1B_PLACEHOLDER,HIGH,162.7,185,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,JFK-SEA,BTS_DB1B_PLACEHOLDER,HIGH,145.01000000000002,195,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-ATL,BTS_DB1B_PLACEHOLDER,HIGH,121.53999999999998,215,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-DEN,BTS_DB1B_PLACEHOLDER,HIGH,174.5575,198,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-DFW,BTS_DB1B_PLACEHOLDER,HIGH,173.615,191,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-LAX,BTS_DB1B_PLACEHOLDER,HIGH,166.50500000000002,196,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-MCO,BTS_DB1B_PLACEHOLDER,HIGH,151.4725,190,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-MIA,BTS_DB1B_PLACEHOLDER,HIGH,166.76749999999998,198,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-ORD,BTS_DB1B_PLACEHOLDER,HIGH,175.23000000000002,209,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LAX-SEA,BTS_DB1B_PLACEHOLDER,HIGH,143.2525,194,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-ATL,BTS_DB1B_PLACEHOLDER,HIGH,131.365,206,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-DEN,BTS_DB1B_PLACEHOLDER,HIGH,127.98,193,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-DFW,BTS_DB1B_PLACEHOLDER,HIGH,126.92000000000002,177,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-LAX,BTS_DB1B_PLACEHOLDER,HIGH,174.21750000000003,154,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-MCO,BTS_DB1B_PLACEHOLDER,HIGH,166.47500000000002,164,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-MIA,BTS_DB1B_PLACEHOLDER,HIGH,184.71249999999998,198,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-ORD,BTS_DB1B_PLACEHOLDER,HIGH,158.76,205,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,LGA-SEA,BTS_DB1B_PLACEHOLDER,HIGH,163.15499999999997,208,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-ATL,BTS_DB1B_PLACEHOLDER,HIGH,140.0425,180,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-DEN,BTS_DB1B_PLACEHOLDER,HIGH,154.995,203,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-DFW,BTS_DB1B_PLACEHOLDER,HIGH,146.47499999999997,216,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-LAX,BTS_DB1B_PLACEHOLDER,HIGH,122.435,219,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-MCO,BTS_DB1B_PLACEHOLDER,HIGH,144.0,185,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-MIA,BTS_DB1B_PLACEHOLDER,HIGH,173.88,193,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-ORD,BTS_DB1B_PLACEHOLDER,HIGH,132.18,231,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,ORD-SEA,BTS_DB1B_PLACEHOLDER,HIGH,143.48,179,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-ATL,BTS_DB1B_PLACEHOLDER,HIGH,170.0675,222,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-DEN,BTS_DB1B_PLACEHOLDER,HIGH,163.72499999999997,183,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-DFW,BTS_DB1B_PLACEHOLDER,HIGH,158.51999999999998,206,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-LAX,BTS_DB1B_PLACEHOLDER,HIGH,156.58000000000004,192,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-MCO,BTS_DB1B_PLACEHOLDER,HIGH,159.44,204,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-MIA,BTS_DB1B_PLACEHOLDER,HIGH,140.70250000000001,186,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-ORD,BTS_DB1B_PLACEHOLDER,HIGH,151.5925,196,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
AA,USA,2023Q1,SFO-SEA,BTS_DB1B_PLACEHOLDER,HIGH,139.98499999999999,200,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-ATL,BTS_DB1B_PLACEHOLDER,HIGH,157.34000000000006,122,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-DEN,BTS_DB1B_PLACEHOLDER,HIGH,158.27999999999997,125,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-DFW,BTS_DB1B_PLACEHOLDER,HIGH,155.87,113,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-LAX,BTS_DB1B_PLACEHOLDER,HIGH,195.40999999999997,93,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-MCO,BTS_DB1B_PLACEHOLDER,HIGH,143.2225,102,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-MIA,BTS_DB1B_PLACEHOLDER,HIGH,197.61,113,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-ORD,BTS_DB1B_PLACEHOLDER,HIGH,148.72250000000003,108,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,BOS-SEA,BTS_DB1B_PLACEHOLDER,HIGH,154.55,97,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-ATL,BTS_DB1B_PLACEHOLDER,HIGH,158.13750000000002,110,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-DEN,BTS_DB1B_PLACEHOLDER,HIGH,162.20000000000002,105,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-DFW,BTS_DB1B_PLACEHOLDER,HIGH,149.17749999999995,132,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-LAX,BTS_DB1B_PLACEHOLDER,HIGH,174.09999999999997,115,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-MCO,BTS_DB1B_PLACEHOLDER,HIGH,149.01999999999998,127,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-MIA,BTS_DB1B_PLACEHOLDER,HIGH,130.31750000000002,118,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-ORD,BTS_DB1B_PLACEHOLDER,HIGH,148.95999999999998,123,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
B6,USA,2023Q1,DCA-SEA,BTS_DB1B_PLACEHOLDER,HIGH,179.42000000000002,117,fare_dispersion_iqr,revenue_management,risk,USD_IQR,,,,
